CustomerID,CustomerName,DOB,Email,Region,AnnualIncome,RiskBand
C001257,Customer 1257,2016-10-27,customer1257@example.co.uk,Scotland,24440,High
C001258,Customer 1258,1993-11-18,customer1258@example.co.uk,Midlands,59152,High
C001259,Customer 1259,1991-10-26,customer1259@example.co.uk,South East,83789,Medium
C001260,Customer 1260,2010-04-21,customer1260@example.co.uk,Wales,75840,Medium
C001261,Customer 1261,2007-01-30,customer1261@example.co.uk,South West,45839,Medium
C001262,Customer 1262,1999-07-16,customer1262@example.co.uk,Midlands,43983,Medium
C001263,Customer 1263,2001-06-16,customer1263@example.co.uk,South East,31023,Low
C001264,Customer 1264,2007-08-13,customer1264@example.co.uk,Wales,36230,Low
C001265,Customer 1265,1990-11-16,customer1265@example.co.uk,North West,88107,Medium
C001266,Customer 1266,2011-09-29,customer1266@example.co.uk,North West,34622,Low
C001267,Customer 1267,2008-01-02,customer1267@example.co.uk,North West,27116,High
C001268,Customer 1268,2013-09-29,customer1268@example.co.uk,South East,37403,Low
C001269,Customer 1269,2014-08-09,customer1269@example.co.uk,Scotland,92685,Medium
C001270,Customer 1270,2000-10-12,customer1270@example.co.uk,Wales,78557,Low
C001271,Customer 1271,2003-05-30,customer1271@example.co.uk,South East,27693,Medium
C001272,Customer 1272,2001-04-08,customer1272@example.co.uk,South West,85192,Medium
C001273,Customer 1273,1995-08-02,customer1273@example.co.uk,Midlands,34807,Low
C001274,Customer 1274,1987-12-05,customer1274@example.co.uk,South West,52475,High
C001275,Customer 1275,1992-08-23,customer1275@example.co.uk,London,93267,Low
C001276,Customer 1276,1989-06-14,customer1276@example.co.uk,North West,22932,Medium
C001277,Customer 1277,1993-05-19,customer1277@example.co.uk,Scotland,22942,Low
C001278,Customer 1278,1988-12-12,customer1278@example.co.uk,South East,63405,Low
C001279,Customer 1279,1995-07-18,customer1279@example.co.uk,South West,77846,Medium
C001280,Customer 1280,2000-07-26,customer1280@example.co.uk,North West,92268,Low
C001281,Customer 1281,2001-12-29,customer1281@example.co.uk,Wales,58118,High
C001282,Customer 1282,2009-03-06,customer1282@example.co.uk,Midlands,48698,Low
C001283,Customer 1283,2009-01-21,customer1283@example.co.uk,Midlands,45425,Low
C001284,Customer 1284,2010-01-29,customer1284@example.co.uk,South West,55263,High
C001285,Customer 1285,2013-09-27,customer1285@example.co.uk,London,74183,Medium
C001286,Customer 1286,2015-07-15,customer1286@example.co.uk,South East,52116,Low
C001287,Customer 1287,2002-02-18,customer1287@example.co.uk,Wales,35143,Low
C001288,Customer 1288,2011-09-17,customer1288@example.co.uk,Scotland,66359,Medium
C001289,Customer 1289,2012-09-09,customer1289@example.co.uk,London,28822,Low
C001290,Customer 1290,2005-04-28,customer1290@example.co.uk,North West,33939,Medium
C001291,Customer 1291,1995-12-20,customer1291@example.co.uk,South East,79065,Low
C001292,Customer 1292,1985-11-10,customer1292@example.co.uk,Scotland,70606,Low
C001293,Customer 1293,2002-02-20,customer1293@example.co.uk,North West,72374,High
C001294,Customer 1294,2010-12-19,customer1294@example.co.uk,London,90289,Low
C001295,Customer 1295,2003-11-10,customer1295@example.co.uk,London,44973,Medium
C001296,Customer 1296,2007-05-30,customer1296@example.co.uk,South West,48438,Medium
C001297,Customer 1297,2011-01-22,customer1297@example.co.uk,North West,47525,Low
C001298,Customer 1298,2011-10-06,customer1298@example.co.uk,South East,89608,Medium
C001299,Customer 1299,2013-07-19,customer1299@example.co.uk,London,26726,Low
C001300,Customer 1300,1996-07-17,customer1300@example.co.uk,Wales,42636,Low
C001301,Customer 1301,2001-11-22,customer1301@example.co.uk,Midlands,74354,Low
C001302,Customer 1302,2015-09-24,customer1302@example.co.uk,London,48255,Low
C001303,Customer 1303,2016-09-27,customer1303@example.co.uk,Wales,33818,Low
C001304,Customer 1304,1996-07-27,customer1304@example.co.uk,South East,67625,Low
C001305,Customer 1305,2002-04-15,customer1305@example.co.uk,North West,47496,Low
C001306,Customer 1306,2002-06-06,customer1306@example.co.uk,North West,22609,Low
C001307,Customer 1307,2006-09-26,customer1307@example.co.uk,South West,35954,Medium
C001308,Customer 1308,2007-03-11,customer1308@example.co.uk,South West,66560,High
C001309,Customer 1309,2009-12-15,customer1309@example.co.uk,South West,92504,Medium
C001310,Customer 1310,2009-06-05,customer1310@example.co.uk,Midlands,80034,High
C001311,Customer 1311,2004-09-30,customer1311@example.co.uk,Scotland,53886,Medium
C001312,Customer 1312,1985-05-24,customer1312@example.co.uk,Midlands,82387,High
C001313,Customer 1313,2001-05-01,customer1313@example.co.uk,Scotland,37239,Low
C001314,Customer 1314,1994-06-25,customer1314@example.co.uk,Wales,50885,Medium
C001315,Customer 1315,2000-01-03,customer1315@example.co.uk,North West,63383,Low
C001316,Customer 1316,1995-12-24,customer1316@example.co.uk,South East,92208,Low
C001317,Customer 1317,2014-05-21,customer1317@example.co.uk,Scotland,59655,Low
C001318,Customer 1318,1992-03-04,customer1318@example.co.uk,Midlands,66825,Low
C001319,Customer 1319,2009-11-25,customer1319@example.co.uk,South West,63139,Low
C001320,Customer 1320,2014-10-23,customer1320@example.co.uk,South East,45957,High
C001321,Customer 1321,1994-09-13,customer1321@example.co.uk,Scotland,87404,Medium
C001322,Customer 1322,1993-06-10,customer1322@example.co.uk,South East,53726,High
C001323,Customer 1323,2011-12-01,customer1323@example.co.uk,South West,48577,Medium
C001324,Customer 1324,1989-07-18,customer1324@example.co.uk,London,42446,Medium
C001325,Customer 1325,2008-06-15,customer1325@example.co.uk,London,86574,Medium
C001326,Customer 1326,1998-04-25,customer1326@example.co.uk,Midlands,85214,Low
C001327,Customer 1327,2007-02-04,customer1327@example.co.uk,South West,58009,Low
C001328,Customer 1328,2010-01-13,customer1328@example.co.uk,South East,74150,Low
C001329,Customer 1329,2003-02-24,customer1329@example.co.uk,Midlands,29097,Low
C001330,Customer 1330,1999-09-29,customer1330@example.co.uk,Midlands,92879,Low
C001331,Customer 1331,1989-07-26,customer1331@example.co.uk,Scotland,44911,Low
C001332,Customer 1332,2015-01-31,customer1332@example.co.uk,London,89922,Low
C001333,Customer 1333,2001-03-09,customer1333@example.co.uk,North West,23549,Medium
C001334,Customer 1334,2011-08-27,customer1334@example.co.uk,Wales,35205,Low
C001335,Customer 1335,1995-12-16,customer1335@example.co.uk,South East,56039,Low
C001336,Customer 1336,2011-09-01,customer1336@example.co.uk,South West,57311,Low
C001337,Customer 1337,2003-03-08,customer1337@example.co.uk,South East,69962,Low
C001338,Customer 1338,2000-11-12,customer1338@example.co.uk,South West,76931,Medium
C001339,Customer 1339,1992-03-27,customer1339@example.co.uk,North West,74506,Low
C001340,Customer 1340,2014-12-09,customer1340@example.co.uk,South East,39188,High
C001341,Customer 1341,1994-09-29,customer1341@example.co.uk,North West,35090,Medium
C001342,Customer 1342,1992-12-17,customer1342@example.co.uk,South East,78651,Medium
C001343,Customer 1343,1984-08-08,customer1343@example.co.uk,South East,41601,Low
C001344,Customer 1344,2012-06-15,customer1344@example.co.uk,North West,77249,Low
C001345,Customer 1345,2005-12-29,customer1345@example.co.uk,South West,91990,Medium
C001346,Customer 1346,2009-08-21,customer1346@example.co.uk,London,54895,Medium
C001347,Customer 1347,1991-06-30,customer1347@example.co.uk,London,74219,Low
C001348,Customer 1348,2005-07-17,customer1348@example.co.uk,Wales,50241,Medium
C001349,Customer 1349,1999-03-07,customer1349@example.co.uk,South West,34622,Low
C001350,Customer 1350,2009-03-04,customer1350@example.co.uk,Wales,69312,Low
C001351,Customer 1351,2002-08-21,customer1351@example.co.uk,London,55779,Low
C001352,Customer 1352,2011-05-01,customer1352@example.co.uk,South East,68018,Medium
C001353,Customer 1353,1996-12-07,customer1353@example.co.uk,South West,92574,Low
C001354,Customer 1354,2006-01-13,customer1354@example.co.uk,Wales,64610,Medium
C001355,Customer 1355,2001-04-05,customer1355@example.co.uk,North West,80580,High
C001356,Customer 1356,1990-08-31,customer1356@example.co.uk,Wales,59555,Low
C001357,Customer 1357,1999-04-20,customer1357@example.co.uk,Midlands,43964,Medium
C001358,Customer 1358,1987-05-14,customer1358@example.co.uk,London,75054,Medium
C001359,Customer 1359,1998-03-25,customer1359@example.co.uk,South West,43233,Low
C001360,Customer 1360,2011-04-28,customer1360@example.co.uk,Scotland,60188,Medium
C001361,Customer 1361,2004-02-15,customer1361@example.co.uk,Wales,73833,Low
C001362,Customer 1362,2007-07-15,customer1362@example.co.uk,Midlands,69600,Medium
C001363,Customer 1363,1985-03-15,customer1363@example.co.uk,South East,76262,Low
C001364,Customer 1364,2015-08-07,customer1364@example.co.uk,Scotland,52753,Medium
C001365,Customer 1365,2001-12-23,customer1365@example.co.uk,London,32494,Low
C001366,Customer 1366,2005-05-23,customer1366@example.co.uk,North West,34524,Low
C001367,Customer 1367,2001-12-22,customer1367@example.co.uk,North West,29055,Low
C001368,Customer 1368,2011-11-22,customer1368@example.co.uk,South East,32911,Low
C001369,Customer 1369,2001-08-27,customer1369@example.co.uk,South West,33050,Medium
C001370,Customer 1370,1996-11-29,customer1370@example.co.uk,Midlands,52062,Low
C001371,Customer 1371,1991-10-27,customer1371@example.co.uk,London,38569,Low
C001372,Customer 1372,1998-10-03,customer1372@example.co.uk,Wales,26607,Medium
C001373,Customer 1373,2008-05-31,customer1373@example.co.uk,South West,84410,Low
C001374,Customer 1374,2015-06-17,customer1374@example.co.uk,North West,93898,Low
C001375,Customer 1375,2004-08-24,customer1375@example.co.uk,Scotland,45204,Medium
C001376,Customer 1376,2012-11-08,customer1376@example.co.uk,North West,79013,Low
C001377,Customer 1377,2005-10-09,customer1377@example.co.uk,North West,62587,High
C001378,Customer 1378,2003-12-27,customer1378@example.co.uk,South West,51770,Medium
C001379,Customer 1379,1991-02-25,customer1379@example.co.uk,South West,69943,Low
C001380,Customer 1380,1990-04-13,customer1380@example.co.uk,South West,23383,Low
C001381,Customer 1381,1984-07-16,customer1381@example.co.uk,Scotland,59586,Low
C001382,Customer 1382,2005-07-26,customer1382@example.co.uk,South West,86478,High
C001383,Customer 1383,1997-04-22,customer1383@example.co.uk,North West,23197,Medium
C001384,Customer 1384,2008-10-03,customer1384@example.co.uk,South West,52305,Medium
C001385,Customer 1385,2009-04-24,customer1385@example.co.uk,Midlands,46716,Low
C001386,Customer 1386,2016-03-27,customer1386@example.co.uk,Scotland,73740,Low
C001387,Customer 1387,1994-01-23,customer1387@example.co.uk,South West,73081,Medium
C001388,Customer 1388,1994-11-29,customer1388@example.co.uk,North West,32382,Low
C001389,Customer 1389,2008-01-11,customer1389@example.co.uk,Wales,57633,Low
C001390,Customer 1390,1987-03-28,customer1390@example.co.uk,South East,57235,Low
C001391,Customer 1391,2012-09-25,customer1391@example.co.uk,Midlands,39907,Low
C001392,Customer 1392,2012-02-07,customer1392@example.co.uk,Midlands,81345,Low
C001393,Customer 1393,1990-12-28,customer1393@example.co.uk,London,46613,Low
C001394,Customer 1394,1988-10-02,customer1394@example.co.uk,South West,92119,Low
C001395,Customer 1395,2003-11-01,customer1395@example.co.uk,Scotland,57283,Low
C001396,Customer 1396,1990-12-04,customer1396@example.co.uk,London,23075,Low
C001397,Customer 1397,2003-01-07,customer1397@example.co.uk,South West,86694,Low
C001398,Customer 1398,2004-12-19,customer1398@example.co.uk,Scotland,87325,High
C001399,Customer 1399,1990-09-20,customer1399@example.co.uk,London,26159,Low
C001400,Customer 1400,1987-05-15,customer1400@example.co.uk,North West,56931,Medium
C001401,Customer 1401,1995-05-21,customer1401@example.co.uk,Wales,83623,Low
C001402,Customer 1402,1989-08-21,customer1402@example.co.uk,Wales,72014,Medium
C001403,Customer 1403,2004-01-14,customer1403@example.co.uk,South East,54631,Low
C001404,Customer 1404,1988-05-19,customer1404@example.co.uk,North West,26392,Low
C001405,Customer 1405,2014-09-25,customer1405@example.co.uk,South West,49321,Low
C001406,Customer 1406,2016-10-31,customer1406@example.co.uk,London,64344,Low
C001407,Customer 1407,1995-07-13,customer1407@example.co.uk,Midlands,94034,Low
C001408,Customer 1408,1986-07-03,customer1408@example.co.uk,Wales,61166,Low
C001409,Customer 1409,1994-10-02,customer1409@example.co.uk,Scotland,50545,High
C001410,Customer 1410,1991-09-04,customer1410@example.co.uk,Wales,78906,Low
C001411,Customer 1411,2001-12-02,customer1411@example.co.uk,Wales,58188,Medium
C001412,Customer 1412,1986-01-19,customer1412@example.co.uk,North West,53862,Low
C001413,Customer 1413,1991-02-13,customer1413@example.co.uk,South West,84294,Medium
C001414,Customer 1414,2006-08-04,customer1414@example.co.uk,London,33728,Low
C001415,Customer 1415,2012-03-17,customer1415@example.co.uk,London,66357,High
C001416,Customer 1416,1991-01-26,customer1416@example.co.uk,Scotland,29834,Low
C001417,Customer 1417,1989-10-23,customer1417@example.co.uk,Midlands,92300,Medium
C001418,Customer 1418,2009-03-19,customer1418@example.co.uk,Wales,52497,Low
C001419,Customer 1419,2003-11-05,customer1419@example.co.uk,Scotland,67523,Medium
C001420,Customer 1420,2001-02-10,customer1420@example.co.uk,South West,47292,Low
C001421,Customer 1421,1985-12-08,customer1421@example.co.uk,Midlands,39659,Low
C001422,Customer 1422,2008-07-06,customer1422@example.co.uk,Scotland,79344,Medium
C001423,Customer 1423,1992-07-15,customer1423@example.co.uk,North West,86237,Low
C001424,Customer 1424,2005-03-06,customer1424@example.co.uk,South West,67569,Low
C001425,Customer 1425,2007-12-29,customer1425@example.co.uk,South East,94682,Low
C001426,Customer 1426,1995-12-24,customer1426@example.co.uk,North West,80901,Low
C001427,Customer 1427,2012-10-14,customer1427@example.co.uk,North West,70118,Low
C001428,Customer 1428,1985-01-02,customer1428@example.co.uk,North West,71681,Medium
C001429,Customer 1429,1994-11-17,customer1429@example.co.uk,South West,69720,Medium
C001430,Customer 1430,2008-05-05,customer1430@example.co.uk,Wales,30302,Medium
C001431,Customer 1431,2014-10-24,customer1431@example.co.uk,Midlands,72789,Low
C001432,Customer 1432,1996-11-12,customer1432@example.co.uk,South West,94281,Low
C001433,Customer 1433,1989-02-13,customer1433@example.co.uk,London,75713,Medium
C001434,Customer 1434,1986-02-17,customer1434@example.co.uk,Wales,90576,Medium
C001435,Customer 1435,1985-07-27,customer1435@example.co.uk,South East,39009,Low
C001436,Customer 1436,1988-08-05,customer1436@example.co.uk,London,36031,Low
C001437,Customer 1437,2007-10-03,customer1437@example.co.uk,North West,72934,Medium
C001438,Customer 1438,1994-01-25,customer1438@example.co.uk,North West,55546,Low
C001439,Customer 1439,1993-07-12,customer1439@example.co.uk,Scotland,31289,Low
C001440,Customer 1440,1987-10-03,customer1440@example.co.uk,Midlands,86409,High
C001441,Customer 1441,2002-10-28,customer1441@example.co.uk,Wales,29956,Low
C001442,Customer 1442,1986-10-13,customer1442@example.co.uk,Wales,70374,Medium
C001443,Customer 1443,1987-04-29,customer1443@example.co.uk,Wales,56840,Low
C001444,Customer 1444,1993-11-07,customer1444@example.co.uk,North West,61833,Low
C001445,Customer 1445,1994-07-12,customer1445@example.co.uk,North West,34729,Low
C001446,Customer 1446,2007-10-09,customer1446@example.co.uk,Scotland,72506,Low
C001447,Customer 1447,1992-03-11,customer1447@example.co.uk,North West,54605,Medium
C001448,Customer 1448,2012-10-24,customer1448@example.co.uk,North West,76419,Medium
C001449,Customer 1449,2015-09-06,customer1449@example.co.uk,Scotland,68918,Medium
C001450,Customer 1450,1991-08-26,customer1450@example.co.uk,Wales,77977,High
C001451,Customer 1451,2006-10-21,customer1451@example.co.uk,South West,45644,Low
C001452,Customer 1452,2011-01-29,customer1452@example.co.uk,Midlands,42732,Low
C001453,Customer 1453,2008-11-03,customer1453@example.co.uk,South West,68179,High
C001454,Customer 1454,2012-07-28,customer1454@example.co.uk,Midlands,70722,Low
C001455,Customer 1455,2009-06-05,customer1455@example.co.uk,North West,64395,Medium
C001456,Customer 1456,2008-11-06,customer1456@example.co.uk,Scotland,50039,Low
C001457,Customer 1457,2004-06-17,customer1457@example.co.uk,Midlands,55303,Low
C001458,Customer 1458,1985-09-20,customer1458@example.co.uk,South West,74047,Low
C001459,Customer 1459,1997-09-15,customer1459@example.co.uk,London,24136,Low
C001460,Customer 1460,1993-10-20,customer1460@example.co.uk,Wales,61365,High
C001461,Customer 1461,2015-02-08,customer1461@example.co.uk,Wales,63275,Low
C001462,Customer 1462,2007-02-06,customer1462@example.co.uk,North West,58170,High
C001463,Customer 1463,2004-10-25,customer1463@example.co.uk,South West,42278,Low
C001464,Customer 1464,2000-08-19,customer1464@example.co.uk,North West,42461,Low
C001465,Customer 1465,1997-08-21,customer1465@example.co.uk,London,54749,Low
C001466,Customer 1466,1993-12-02,customer1466@example.co.uk,Scotland,74402,Medium
C001467,Customer 1467,2005-10-23,customer1467@example.co.uk,South East,32118,Medium
C001468,Customer 1468,2015-02-06,customer1468@example.co.uk,Scotland,85999,Medium
C001469,Customer 1469,1997-08-22,customer1469@example.co.uk,London,34499,Medium
C001470,Customer 1470,1986-09-04,customer1470@example.co.uk,Wales,72010,Low
C001471,Customer 1471,2003-08-25,customer1471@example.co.uk,Midlands,65829,Low
C001472,Customer 1472,1994-05-03,customer1472@example.co.uk,Scotland,37799,Medium
C001473,Customer 1473,2012-07-10,customer1473@example.co.uk,Midlands,23498,Medium
C001474,Customer 1474,1986-01-05,customer1474@example.co.uk,South West,29094,Low
C001475,Customer 1475,1998-10-29,customer1475@example.co.uk,North West,92769,Medium
C001476,Customer 1476,2014-05-20,customer1476@example.co.uk,Scotland,50940,Low
C001477,Customer 1477,2010-11-11,customer1477@example.co.uk,North West,73495,High
C001478,Customer 1478,2003-07-17,customer1478@example.co.uk,South West,88155,Low
C001479,Customer 1479,1999-03-31,customer1479@example.co.uk,London,73684,Low
C001480,Customer 1480,1986-05-18,customer1480@example.co.uk,North West,84371,Medium
C001481,Customer 1481,2002-01-16,customer1481@example.co.uk,North West,74322,Low
C001482,Customer 1482,1990-01-06,customer1482@example.co.uk,Wales,78949,Medium
C001483,Customer 1483,1993-01-19,customer1483@example.co.uk,Midlands,39677,Low
C001484,Customer 1484,1992-12-17,customer1484@example.co.uk,North West,73815,Medium
C001485,Customer 1485,1987-05-19,customer1485@example.co.uk,South West,90714,Low
C001486,Customer 1486,2010-01-02,customer1486@example.co.uk,London,78369,Low
C001487,Customer 1487,2003-03-02,customer1487@example.co.uk,South West,36749,Medium
C001488,Customer 1488,1999-08-15,customer1488@example.co.uk,North West,67653,Low
C001489,Customer 1489,1991-10-05,customer1489@example.co.uk,South West,25172,Medium
C001490,Customer 1490,2003-12-04,customer1490@example.co.uk,London,79961,Medium
C001491,Customer 1491,2000-12-07,customer1491@example.co.uk,South East,52603,Low
C001492,Customer 1492,1986-08-12,customer1492@example.co.uk,South East,33247,Low
C001493,Customer 1493,1997-01-26,customer1493@example.co.uk,London,41356,Medium
C001494,Customer 1494,1989-02-27,customer1494@example.co.uk,South West,66993,Medium
C001495,Customer 1495,1999-01-20,customer1495@example.co.uk,South East,80990,Low
C001496,Customer 1496,2008-09-04,customer1496@example.co.uk,North West,92517,Low
C001497,Customer 1497,2012-02-11,customer1497@example.co.uk,Scotland,55902,Low
C001498,Customer 1498,2014-02-21,customer1498@example.co.uk,London,40526,Medium
C001499,Customer 1499,2013-12-06,customer1499@example.co.uk,North West,71362,Medium
C001500,Customer 1500,1986-11-11,customer1500@example.co.uk,South West,27699,Low
C001501,Customer 1501,2011-11-20,customer1501@example.co.uk,South West,48305,Medium
C001502,Customer 1502,1984-07-16,customer1502@example.co.uk,London,28957,Low
C001503,Customer 1503,2013-11-27,customer1503@example.co.uk,Wales,72940,Medium
C001504,Customer 1504,1985-01-08,customer1504@example.co.uk,South West,69214,Medium
C001505,Customer 1505,2001-03-30,customer1505@example.co.uk,North West,72662,Low
C001506,Customer 1506,2005-11-27,customer1506@example.co.uk,Wales,35055,High
C001507,Customer 1507,1993-02-01,customer1507@example.co.uk,North West,91672,Low
C001508,Customer 1508,2016-02-16,customer1508@example.co.uk,London,82029,Medium
C001509,Customer 1509,2007-11-30,customer1509@example.co.uk,South West,27210,Low
C001510,Customer 1510,1991-03-18,customer1510@example.co.uk,London,65721,Low
C001511,Customer 1511,2000-02-09,customer1511@example.co.uk,Scotland,67453,Medium
C001512,Customer 1512,2006-08-26,customer1512@example.co.uk,South West,61626,Low
C001513,Customer 1513,2001-07-14,customer1513@example.co.uk,Wales,30127,Medium
C001514,Customer 1514,1996-09-25,customer1514@example.co.uk,South East,25862,High
C001515,Customer 1515,2001-10-15,customer1515@example.co.uk,Scotland,41884,Low
C001516,Customer 1516,2001-04-24,customer1516@example.co.uk,North West,39991,Low
C001517,Customer 1517,2009-11-12,customer1517@example.co.uk,South East,51809,Low
C001518,Customer 1518,2011-04-28,customer1518@example.co.uk,South West,77897,High
C001519,Customer 1519,1993-06-10,customer1519@example.co.uk,Scotland,80873,Low
C001520,Customer 1520,2014-11-07,customer1520@example.co.uk,Wales,40163,Medium
C001521,Customer 1521,1998-01-10,customer1521@example.co.uk,Scotland,48517,Medium
C001522,Customer 1522,2003-06-17,customer1522@example.co.uk,Wales,90656,High
C001523,Customer 1523,2009-07-03,customer1523@example.co.uk,South East,41025,Medium
C001524,Customer 1524,2008-01-28,customer1524@example.co.uk,Scotland,63614,Low
C001525,Customer 1525,1990-09-11,customer1525@example.co.uk,Scotland,37517,Low
C001526,Customer 1526,2002-09-27,customer1526@example.co.uk,Midlands,25864,Medium
C001527,Customer 1527,2012-09-25,customer1527@example.co.uk,Scotland,61760,Low
C001528,Customer 1528,1992-08-06,customer1528@example.co.uk,London,57887,Low
C001529,Customer 1529,2011-08-14,customer1529@example.co.uk,North West,39241,Low
C001530,Customer 1530,2011-08-20,customer1530@example.co.uk,South East,56978,Medium
C001531,Customer 1531,1985-05-03,customer1531@example.co.uk,South West,52432,Low
C001532,Customer 1532,2005-07-18,customer1532@example.co.uk,South East,32417,Medium
C001533,Customer 1533,2005-03-12,customer1533@example.co.uk,Scotland,87840,Medium
C001534,Customer 1534,2001-07-19,customer1534@example.co.uk,Midlands,71015,Low
C001535,Customer 1535,1992-11-01,customer1535@example.co.uk,South East,84108,Low
C001536,Customer 1536,1984-11-02,customer1536@example.co.uk,South West,26224,Low
C001537,Customer 1537,2014-04-13,customer1537@example.co.uk,South East,76138,Low
C001538,Customer 1538,2003-11-15,customer1538@example.co.uk,Wales,48812,Low
C001539,Customer 1539,2004-09-09,customer1539@example.co.uk,South East,86217,Medium
C001540,Customer 1540,1986-01-16,customer1540@example.co.uk,North West,78040,Low
C001541,Customer 1541,2001-11-05,customer1541@example.co.uk,North West,71856,Medium
C001542,Customer 1542,2015-10-02,customer1542@example.co.uk,Wales,92275,Low
C001543,Customer 1543,2004-06-04,customer1543@example.co.uk,Midlands,27047,Low
C001544,Customer 1544,1995-03-10,customer1544@example.co.uk,North West,27559,High
C001545,Customer 1545,1985-12-05,customer1545@example.co.uk,North West,92499,Low
C001546,Customer 1546,2012-06-15,customer1546@example.co.uk,London,72777,Low
C001547,Customer 1547,2002-01-08,customer1547@example.co.uk,South West,46884,Low
C001548,Customer 1548,2003-02-12,customer1548@example.co.uk,South West,59475,Low
C001549,Customer 1549,1990-07-19,customer1549@example.co.uk,Midlands,29149,Medium
C001550,Customer 1550,2006-08-16,customer1550@example.co.uk,London,81204,Low
C001551,Customer 1551,2015-05-24,customer1551@example.co.uk,North West,45562,Medium
C001552,Customer 1552,1998-09-04,customer1552@example.co.uk,Midlands,39734,Low
C001553,Customer 1553,2010-08-24,customer1553@example.co.uk,Scotland,25265,Low
C001554,Customer 1554,1988-03-18,customer1554@example.co.uk,South West,48467,High
C001555,Customer 1555,2016-01-30,customer1555@example.co.uk,Wales,64477,Medium
C001556,Customer 1556,1989-09-16,customer1556@example.co.uk,London,43495,Medium
C001557,Customer 1557,2012-08-10,customer1557@example.co.uk,South West,36963,Medium
C001558,Customer 1558,2001-05-24,customer1558@example.co.uk,Scotland,33181,Low
C001559,Customer 1559,1991-05-04,customer1559@example.co.uk,Midlands,89065,Medium
C001560,Customer 1560,1991-10-31,customer1560@example.co.uk,South West,94134,Low
C001561,Customer 1561,1990-08-27,customer1561@example.co.uk,South East,41672,Low
C001562,Customer 1562,1998-01-19,customer1562@example.co.uk,Scotland,28725,Low
C001563,Customer 1563,1992-04-09,customer1563@example.co.uk,London,80491,Low
C001564,Customer 1564,1984-04-28,customer1564@example.co.uk,North West,39245,High
C001565,Customer 1565,2006-06-28,customer1565@example.co.uk,Wales,55175,Low
C001566,Customer 1566,1984-06-04,customer1566@example.co.uk,North West,87358,Low
C001567,Customer 1567,2010-07-31,customer1567@example.co.uk,Scotland,86679,Low
C001568,Customer 1568,2003-12-27,customer1568@example.co.uk,London,84352,Low
C001569,Customer 1569,2008-09-19,customer1569@example.co.uk,South West,22861,Low
C001570,Customer 1570,1990-10-26,customer1570@example.co.uk,London,49215,Low
C001571,Customer 1571,1985-08-15,customer1571@example.co.uk,Scotland,67746,Low
C001572,Customer 1572,1988-02-06,customer1572@example.co.uk,London,61117,Low
C001573,Customer 1573,1992-02-29,customer1573@example.co.uk,South East,36272,Low
C001574,Customer 1574,2015-03-09,customer1574@example.co.uk,Scotland,59274,Medium
C001575,Customer 1575,2010-02-19,customer1575@example.co.uk,South West,45254,High
C001576,Customer 1576,1997-08-04,customer1576@example.co.uk,South West,26697,Low
C001577,Customer 1577,1987-03-15,customer1577@example.co.uk,Wales,70309,High
C001578,Customer 1578,1987-01-29,customer1578@example.co.uk,South West,78010,Medium
C001579,Customer 1579,2015-04-29,customer1579@example.co.uk,Wales,83710,Low
C001580,Customer 1580,2002-09-23,customer1580@example.co.uk,North West,57968,Low
C001581,Customer 1581,2011-08-15,customer1581@example.co.uk,London,49504,Medium
C001582,Customer 1582,2012-05-19,customer1582@example.co.uk,North West,36326,Medium
C001583,Customer 1583,2015-01-21,customer1583@example.co.uk,North West,33491,Low
C001584,Customer 1584,1998-05-13,customer1584@example.co.uk,South West,59642,Low
C001585,Customer 1585,2012-02-15,customer1585@example.co.uk,South West,90864,Medium
C001586,Customer 1586,2006-06-07,customer1586@example.co.uk,North West,39001,Medium
C001587,Customer 1587,1992-03-27,customer1587@example.co.uk,North West,87239,Low
C001588,Customer 1588,1992-11-06,customer1588@example.co.uk,London,52503,Medium
C001589,Customer 1589,2012-03-22,customer1589@example.co.uk,Wales,37493,Low
C001590,Customer 1590,1993-06-19,customer1590@example.co.uk,Wales,37456,Medium
C001591,Customer 1591,1999-02-20,customer1591@example.co.uk,South West,76346,Low
C001592,Customer 1592,1993-03-11,customer1592@example.co.uk,Scotland,49831,Low
C001593,Customer 1593,1987-03-18,customer1593@example.co.uk,South West,58913,Low
C001594,Customer 1594,1998-09-12,customer1594@example.co.uk,Wales,61358,Low
C001595,Customer 1595,1999-02-12,customer1595@example.co.uk,South West,22803,Low
C001596,Customer 1596,2011-10-19,customer1596@example.co.uk,London,73910,Medium
C001597,Customer 1597,1999-04-29,customer1597@example.co.uk,Scotland,45020,Low
C001598,Customer 1598,1985-10-05,customer1598@example.co.uk,Scotland,84797,High
C001599,Customer 1599,2012-04-20,customer1599@example.co.uk,Midlands,39793,Low
C001600,Customer 1600,2004-11-29,customer1600@example.co.uk,Wales,92381,High
C001601,Customer 1601,1986-09-05,customer1601@example.co.uk,Wales,76257,High
C001602,Customer 1602,2016-09-07,customer1602@example.co.uk,Scotland,90298,Low
C001603,Customer 1603,1985-01-02,customer1603@example.co.uk,South East,63353,Medium
C001604,Customer 1604,2000-01-11,customer1604@example.co.uk,London,65479,Medium
C001605,Customer 1605,1985-07-25,customer1605@example.co.uk,South West,41569,Low
C001606,Customer 1606,1991-08-12,customer1606@example.co.uk,North West,71183,Medium
C001607,Customer 1607,1989-05-29,customer1607@example.co.uk,Wales,73061,Low
